MUNICODE;MUNINAME;IDHM
4218707;Tubarão;0.796
2931905;Tucano;0.579
1508084;Tucumã;0.659
4322103;Tucunduva;0.747
1508100;Tucuruí;0.666
2112274;Tufilândia;0.555
3554953;Tuiuti;0.728
3169505;Tumiritinga;0.626
4218756;Tunápolis;0.752
4322152;Tunas;0.657
4127882;Tunas do Paraná;0.611
4127908;Tuneiras do Oeste;0.695
2112308;Tuntum;0.572
3555000;Tupã;0.771
3169604;Tupaciguara;0.719
2615805;Tupanatinga;0.519
4322186;Tupanci do Sul;0.694
4322202;Tupanciretã;0.709
4322251;Tupandi;0.718
4322301;Tuparendi;0.728
2615904;Tuparetama;0.634
4127957;Tupãssi;0.73
3555109;Tupi Paulista;0.769
1721257;Tupirama;0.67
1721307;Tupiratins;0.587
2112407;Turiaçu;0.561
2112456;Turilândia;0.536
3555208;Turiúba;0.751
3169703;Turmalina;0.682
3555307;Turmalina;0.736
4322327;Turuçu;0.629
2313559;Tururu;0.606
5221502;Turvânia;0.697
5221551;Turvelândia;0.691
4127965;Turvo;0.672
4218806;Turvo;0.74
3169802;Turvolândia;0.696
2112506;Tutóia;0.561
1304260;Uarini;0.527
2932002;Uauá;0.605
3169901;Ubá;0.724
3170008;Ubaí;0.609
2932101;Ubaíra;0.582
2932200;Ubaitaba;0.611
2313609;Ubajara;0.648
3170057;Ubaporanga;0.614
3555356;Ubarana;0.7
2932309;Ubatã;0.593
3555406;Ubatuba;0.751
3170107;Uberaba;0.772
3170206;Uberlândia;0.789
3555505;Ubirajara;0.727
4128005;Ubiratã;0.739
4322343;Ubiretama;0.7
3555604;Uchoa;0.721
2932408;Uibaí;0.617
1400704;Uiramutã;0.453
5221577;Uirapuru;0.67
2516904;Uiraúna;0.636
1508126;Ulianópolis;0.604
2313708;Umari;0.591
2414506;Umarizal;0.618
2807600;Umbaúba;0.579
2932457;Umburanas;0.515
3170305;Umburatiba;0.638
2517001;Umbuzeiro;0.584
2313757;Umirim;0.587
4128104;Umuarama;0.761
2932507;Una;0.56
3170404;Unaí;0.736
2211100;União;0.577
4322350;União da Serra;0.733
4128203;União da Vitória;0.74
3170438;União de Minas;0.672
4218855;União do Oeste;0.705
2709301;União dos Palmares;0.593
5108303;União do Sul;0.665
3555703;União Paulista;0.749
4128302;Uniflor;0.72
4322376;Unistalda;0.649
2414605;Upanema;0.596
4128401;Uraí;0.721
2932606;Urandi;0.598
3555802;Urânia;0.746
2112605;Urbano Santos;0.588
3555901;Uru;0.712
5221601;Uruaçu;0.737
5221700;Uruana;0.703
3170479;Uruana de Minas;0.664
1508159;Uruará;0.589
4218905;Urubici;0.694
2313807;Uruburetama;0.639
3170503;Urucânia;0.633
1304302;Urucará;0.62
2932705;Uruçuca;0.616
2211209;Uruçuí;0.631
3170529;Urucuia;0.619
1304401;Urucurituba;0.588
4322400;Uruguaiana;0.744
2313906;Uruoca;0.566
1101708;Urupá;0.609
4218954;Urupema;0.699
3556008;Urupês;0.745
4219002;Urussanga;0.772
5221809;Urutaí;0.732
2932804;Utinga;0.59
4322509;Vacaria;0.721
5108352;Vale de São Domingos;0.656
1101757;Vale do Anari;0.584
1101807;Vale do Paraíso;0.627
4322533;Vale do Sol;0.624
2932903;Valença;0.623
3306107;Valença;0.738
2211308;Valença do Piauí;0.647
2933000;Valente;0.637
3556107;Valentim Gentil;0.735
4322541;Vale Real;0.737
4322525;Vale Verde;0.646
3556206;Valinhos;0.819
3556305;Valparaíso;0.725
5221858;Valparaíso de Goiás;0.746
4322558;Vanini;0.757
4219101;Vargeão;0.686
3556354;Vargem;0.699
4219150;Vargem;0.629
3170578;Vargem Alegre;0.631
3205036;Vargem Alta;0.663
3170602;Vargem Bonita;0.696
4219176;Vargem Bonita;0.718
2112704;Vargem Grande;0.542
3170651;Vargem Grande do Rio Pardo;0.634
3556404;Vargem Grande do Sul;0.737
3556453;Vargem Grande Paulista;0.77
3170701;Varginha;0.778
5221908;Varjão;0.687
3170750;Varjão de Minas;0.711
2313955;Varjota;0.611
3306156;Varre-Sai;0.659
2414704;Várzea;0.626
2517100;Várzea;0.707
2314003;Várzea Alegre;0.629
2211357;Várzea Branca;0.553
3170800;Várzea da Palma;0.666
2933059;Várzea da Roça;0.539
2933109;Várzea do Poço;0.575
2211407;Várzea Grande;0.571
5108402;Várzea Grande;0.734
2933158;Várzea Nova;0.555
3556503;Várzea Paulista;0.759
2933174;Varzedo;0.586
3170909;Varzelândia;0.594
3306206;Vassouras;0.714
3171006;Vazante;0.742
4322608;Venâncio Aires;0.712
3205069;Venda Nova do Imigrante;0.728
2414753;Venha-Ver;0.555
4128534;Ventania;0.65
2616001;Venturosa;0.592
5108501;Vera;0.68
2414803;Vera Cruz;0.587
2933208;Vera Cruz;0.645
3556602;Vera Cruz;0.754
4322707;Vera Cruz;0.737
4128559;Vera Cruz do Oeste;0.699
2211506;Vera Mendes;0.503
4322806;Veranópolis;0.773
2616100;Verdejante;0.605
3171030;Verdelândia;0.584
4128609;Verê;0.72
2933257;Vereda;0.577
3171071;Veredinha;0.632
3171105;Veríssimo;0.667
3171154;Vermelho Novo;0.612
2616183;Vertente do Lério;0.563
2616209;Vertentes;0.582
3171204;Vespasiano;0.688
4322855;Vespasiano Correa;0.723
4322905;Viadutos;0.702
4323002;Viamão;0.717
2112803;Viana;0.618
3205101;Viana;0.686
5222005;Vianópolis;0.712
2616308;Vicência;0.605
4323101;Vicente Dutra;0.638
5008404;Vicentina;0.711
5222054;Vicentinópolis;0.684
2414902;Viçosa;0.592
2709400;Viçosa;0.586
3171303;Viçosa;0.775
2314102;Viçosa do Ceará;0.571
4323200;Victor Graeff;0.777
4219200;Vidal Ramos;0.7
4219309;Videira;0.764
3171402;Vieiras;0.668
2517209;Vieirópolis;0.571
1508209;Vigia;0.617
5105507;Vila Bela da Santíssima Trindade;0.645
5222203;Vila Boa;0.647
2415008;Vila Flor;0.576
4323309;Vila Flores;0.742
4323358;Vila Lângaro;0.705
4323408;Vila Maria;0.761
2211605;Vila Nova do Piauí;0.565
2112852;Vila Nova dos Martírios;0.581
4323457;Vila Nova do Sul;0.662
3205150;Vila Pavão;0.681
5222302;Vila Propício;0.634
5108600;Vila Rica;0.688
3205176;Vila Valério;0.675
3205200;Vila Velha;0.8
1100304;Vilhena;0.731
3556701;Vinhedo;0.817
3556800;Viradouro;0.739
3171600;Virgem da Lapa;0.61
3171709;Virgínia;0.651
3171808;Virginópolis;0.675
3171907;Virgolândia;0.62
4128658;Virmond;0.722
3172004;Visconde do Rio Branco;0.709
1508308;Viseu;0.515
4323507;Vista Alegre;0.739
3556909;Vista Alegre do Alto;0.744
4323606;Vista Alegre do Prata;0.78
4323705;Vista Gaúcha;0.757
2505501;Vista Serrana;0.566
3205309;Vitória;0.845
3556958;Vitória Brasil;0.725
2933307;Vitória da Conquista;0.678
4323754;Vitória das Missões;0.655
2616407;Vitória de Santo Antão;0.64
1600808;Vitória do Jari;0.619
2112902;Vitória do Mearim;0.596
1508357;Vitória do Xingu;0.596
4128708;Vitorino;0.702
2113009;Vitorino Freire;0.57
4219358;Vitor Meireles;0.673
3172103;Volta Grande;0.669
3306305;Volta Redonda;0.771
3557006;Votorantim;0.767
3557105;Votuporanga;0.79
2933406;Wagner;0.587
2211704;Wall Ferraz;0.544
1722081;Wanderlândia;0.638
2933455;Wanderley;0.6
3172202;Wenceslau Braz;0.678
4128500;Wenceslau Braz;0.687
2933505;Wenceslau Guimarães;0.544
4323770;Westfalia;0.752
4219408;Witmarsum;0.71
1722107;Xambioá;0.671
4128807;Xambrê;0.706
4323804;Xangri-Lá;0.735
4219507;Xanxerê;0.775
1200708;Xapuri;0.599
4219606;Xavantina;0.749
4219705;Xaxim;0.752
2616506;Xexéu;0.552
1508407;Xinguara;0.646
2933604;Xique-Xique;0.585
2517407;Zabelê;0.623
3557154;Zacarias;0.729
2114007;Zé Doca;0.595
4219853;Zortéa;0.761
